DataScope,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351
CH1:,3121,3120,3751,2945,3263,3097,3201,3121,3132,3056,3136,3137,3116,3112,3116,3121,3118,3107,3123,3115,3111,3103,3129,3116,3123,3110,3115,3103,3113,3117,3119,3124,3115,3097,3111,3130,3128,3110,3106,3118,3111,3108,3116,3109,3121,3128,3119,3115,3120,3099,3120,3128,3126,3112,3110,3112,3119,3140,3108,3106,3122,3122,3109,3112,3117,3113,3121,3115,3120,3113,3127,3106,3116,3105,3111,3113,3104,3117,3117,3114,3110,3111,3099,3110,3106,3119,3116,3109,3158,3113,3114,3115,3104,3119,3106,3112,3119,3111,3111,3112,3102,3100,3104,3110,3105,3102,3107,3103,3105,3089,3113,3105,3108,3109,3101,3096,3109,3093,3111,3116,3123,3114,3113,3109,3106,3118,3116,3111,3115,3113,3119,3126,3121,3110,3106,3116,3108,3112,3116,3120,3119,3118,3123,3115,3121,3109,3107,3106,3110,3114,3119,3117,3111,3118,3110,3121,3118,3107,3112,3117,3115,3110,3126,3116,3109,3104,3112,3107,3121,3120,3111,3120,3114,3107,3133,3112,3123,3104,3124,3113,3113,3113,3113,3112,3116,3114,3111,3108,3109,3132,3116,3114,3118,3113,3120,3344,3259,3216,3235,3205,3247,3187,3210,3184,3196,3214,3199,3212,3178,3179,3170,3204,3209,3212,3191,3223,3157,3189,3174,3215,3218,3199,3182,3161,3182,3177,3258,3160,3226,3203,3149,3279,3222,3187,3163,3235,3189,3226,3213,3183,3207,3212,3185,3211,3188,3220,3167,3200,3206,3200,3169,3235,3164,3241,3170,3227,3193,3224,3160,3208,3164,3244,3241,3175,3241,3260,3204,3166,3239,3214,3178,3177,3216,3212,3186,3233,3179,3162,3183,3198,3200,3169,3230,3194,3233,3192,3173,3220,3185,3215,3188,3202,3222,3195,3218,3179,3206,3196,3205,3202,3185,3204,3223,3247,3187,3216,3182,3217,3184,3186,3230,3177,3196,3169,3200,3229,3191,3264,3257,3212,3251,3186,3235,3172,3192,3179,3176,3238,3176,3219,3176,3210,3174,3269,3185,3198,3216,3183,3191,3206,3180,3190,3178,3194,3228,3175,3195,3248,3235,3184,3213
